# id	left	top	right	bottom	texture_id
[SPRITES]
#####  BIG ###############
#IDLE
11121	197	48	211	75	110
11111	629	48	643	75	100
11131	415	48	431	75	110

#WALKING RIGHT
11221	197	48	211	75	110
11222	214	48	230	75	110
11223	232	48	248	75	110

#WALKING LEFT
11211	629	48	643	75	100
11212	610	48	626	75	100
11213	590	48	606	75	100

#RUNNING RIGHT
11321	290	48	308	75	110
11322	312	48	330	75	110
11323	335	48	353	75	110

#RUNNING LEFT
11311	531	48	549	75	100
11312	509	48	527	75	100
11313	486	48	504	75	100

#JUMP WALK RIGHT
11417	271	49	287	75	110
11413	553	49	569	75	100

#JUMP RUN RIGHT & LEFT
11423	335	49	353	75	110
11427	485	49	503	75	100

#SIT RIGHT & LEFT 
11521	379	57	392	74	110
11511	447	57	460	74	100

#BRACE RIGHT & LEFT 
11621	252	47	268	75	110
11611	572	47	588	75	100

#DIE
13001	416	8	431	23	110

############ SMALL ################
 #IDLE
12121	254	8	266	24	110
12111	574	8	586	24	100
12131	397	8	412	24	110

#WALK RIGHT
12221	254	8	266	24	110
12222	269	8	284	24	110

#WALK LEFT
12211	574	8	586	24	100
12212	556	8	571	24	100

#RUN RIGHT
12321	323	8	339	24	110
12322	341	8	357	24	110

#RUN LEFT
12311	501	8	517	24	100
12312	483	8	499	24	100

#BRACE RIGHT & LEFT
12511	539	8	553	24	100
12521	287	8	301	24	110

#JUMP WALK RIGHT & LEFT 
12413	304	8	319	24	110
12417	520	8	535	24	100

#JUMP RUN RIGHT & LEFT 
12423	360	8	375	24	110
12427	464	8	479	24	100

########################### RACCOON #########
#IDLE
14121	80	142	101	170	110
14111	739	142	760	170	100
14131	174	142	189	170	110

#WALKING RIGHT
14221	80	142	101	170	110
14222	104	142	126	170	110
14223	129	142	151	170	110

#WALKING LEFT
14211	739	142	760	170	100
14212	714	142	736	170	100
14213	688	142	710	170	100

#RUNNING RIGHT
14321	360	142	384	170	110
14322	387	142	411	170	110
14323	414	142	437	170	110

#RUNNING LEFT
14311	456	142	480	170	100
14312	429	142	453	170	100
14313	402	142	426	170	100

#JUMP WALK 
14417	257	143	280	170	110
14413	560	143	583	170	100

#JUMP RUN RIGHT & LEFT
14427	414	143	437	170	110
14423	402	142	425	170	100

#SIT RIGHT & LEFT 
14521	522	152	544	170	110
14511	296	152	318	170	100

#BRACE RIGHT & LEFT 
14621	669	140	685	170	100
14611	155	140	171	170	110

#LANDING
14710	534	143	556	170	100
14720	283	143	305	170	110

#FLYING RIGHT
14810	309	143	331	170	110
14811	335	143	357	170	110


#FLYING LEFT
14820	508	143	530	170	100
14821	483	143	505	170	100

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11423	100
801	11427	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#SPIN
1002	11121	50	11131	50	11111	50

#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100
1201	12111	100	12212	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100
1301	12311	100	12312	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12413	100
1501	12417	100

#JUMP RUN 
1600	12423	100
1601	12427	100

#SPIN
1700	12121	50	12131	50	12111	50

##### RACCOON #######
#IDLE
2400	14121	100
2401	14111	100

#WALKING RIGHT & LEFT 
2500	14121	100	14222	100	14223	100
2501	14111	100	14212	100	14213	100

#RUNNING RIGHT & LEFT
2600	14321	50	14322	50	14323	50
2601	14311	50	14312	50	14313	50

#JUMP WALK
2700	14417	100
2701	14413	100

#JUMP RUN
2800	14427	100
2801	14423	100

#SIT RIGHT & LEFT 
2900	14521	100
2901	14511	100

#BRACE RIGHT & LEFT 
3000	14621	100
3001	14611	100

#LANDING
3101	14710	100
3100	14720	100

#FLYING
3110	14810	50	14811	50
3111	14820	50	14821	50

#SPINNING
3300	14121	50	14131	50	14111	50
